,saleprice,overall_qual,gr_liv_area,garage_area,total_bsmt_sf,1st_flr_sf,exter_qual_TA,year_built,year_remod/add,kitchen_qual_TA,full_bath,foundation_PConc,garage_yr_blt,totrms_abvgrd,mas_vnr_area,fireplace_qu_No,fireplaces,bsmtfin_type_1_GLQ,bsmt_qual_TA,neighborhood_NridgHt,exter_qual_Gd,garage_finish_Unf,mas_vnr_type_None,bsmtfin_sf_1,fireplace_qu_Gd,bsmt_exposure_Gd,garage_type_Detchd,sale_type_New,foundation_CBlock,ms_subclass_60,bsmt_exposure_No,heating_qc_TA,exterior_1st_VinylSd,open_porch_sf,wood_deck_sf,mas_vnr_type_Stone,lot_shape_Reg,kitchen_qual_Gd,lot_area,paved_drive_Y,bsmt_full_bath,half_bath,ms_zoning_RM,central_air_Y,garage_cond_TA,roof_style_Hip,neighborhood_NoRidge,mas_vnr_type_BrkFace,neighborhood_StoneBr,electrical_SBrkr,garage_qual_TA,roof_style_Gable,ms_subclass_30,2nd_flr_sf,ms_zoning_RL,garage_type_No
447,230500,8,1936.0,504.0,1406.0,1454,0,2000,2000,0,2,1,2000.0,7,40.0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0,1,124,188,0,0,1,11194,1,0.0,1,0,1,1,0,0,1,0,1,1,1,0,482,1,0
448,227000,7,1939.0,555.0,1054.0,1070,1,1998,1998,0,2,1,1998.0,8,227.0,0,1,0,0,0,0,0,0,796.0,0,0,0,0,0,1,0,0,1,84,128,0,0,1,11250,1,0.0,1,0,1,1,0,0,1,0,1,1,1,0,869,1,0
449,173500,6,1476.0,540.0,738.0,738,0,2005,2005,0,2,1,2005.0,7,0.0,1,0,1,0,0,1,0,1,193.0,0,0,0,0,0,1,1,0,1,35,100,0,1,1,8633,1,1.0,1,0,1,1,0,0,0,0,1,1,1,0,738,1,0
450,140000,5,898.0,326.0,833.0,898,1,1968,1968,1,1,0,1968.0,6,0.0,1,0,1,0,0,0,0,1,744.0,0,1,0,0,1,0,0,0,0,0,143,0,1,0,8400,1,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
451,247000,8,1460.0,480.0,1460.0,1460,0,2006,2007,0,2,1,2006.0,6,0.0,0,1,1,0,0,1,0,0,666.0,1,0,0,0,0,0,1,0,1,20,0,0,1,1,10037,1,0.0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
452,149900,6,1034.0,504.0,456.0,1034,1,1978,1978,1,1,0,1978.0,5,23.0,0,1,1,0,0,0,0,0,456.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8014,1,0.0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
453,158000,5,1174.0,528.0,864.0,1174,1,1978,1978,1,1,0,1978.0,5,180.0,1,0,0,0,0,0,1,0,781.0,0,0,0,0,1,0,0,0,0,0,211,0,0,0,12250,1,1.0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
454,147110,7,1080.0,496.0,530.0,530,0,2003,2003,0,2,1,2003.0,4,0.0,1,0,1,0,0,1,0,1,244.0,0,0,0,0,0,0,1,0,1,50,0,0,0,1,2403,1,0.0,1,0,1,1,0,0,0,0,1,1,1,0,550,0,0
455,119500,6,1376.0,198.0,780.0,780,1,1937,1950,1,2,0,1937.0,7,0.0,0,1,0,1,0,0,1,1,0.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,8600,0,0.0,0,1,1,1,0,0,0,0,1,1,1,0,596,0,0
456,205000,5,1567.0,440.0,840.0,840,1,1940,1950,1,1,0,1961.0,6,0.0,0,2,0,1,0,0,1,1,728.0,0,0,1,0,1,0,1,0,0,21,0,0,1,0,13680,1,1.0,1,0,1,1,0,0,0,0,1,1,1,0,727,1,0
457,148000,5,1534.0,0.0,736.0,751,1,1895,1999,0,1,0,0.0,6,0.0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,112,0,0,1,1,10800,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,783,1,1
458,236500,8,1616.0,608.0,1595.0,1616,0,1995,1996,0,2,1,1995.0,5,0.0,0,1,1,0,0,1,0,1,1180.0,0,0,0,0,0,0,1,0,0,152,237,0,0,1,5389,1,1.0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
459,137000,5,1551.0,240.0,1058.0,1058,1,1938,1950,0,2,0,1938.0,6,0.0,1,0,0,0,0,0,1,1,930.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,10890,1,1.0,0,0,1,1,0,0,0,0,1,0,1,0,493,1,0
460,122000,5,960.0,330.0,960.0,960,1,1955,1955,1,1,0,1955.0,5,0.0,1,0,0,1,0,0,0,1,100.0,0,0,0,0,1,0,1,0,0,70,0,0,1,0,9768,1,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
461,176485,7,1302.0,436.0,1302.0,1302,0,2007,2007,0,2,1,2007.0,6,0.0,1,0,0,0,0,1,0,1,0.0,0,0,0,1,0,0,0,0,1,22,0,0,0,1,8993,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
462,109000,5,816.0,210.0,816.0,816,1,1925,1950,1,1,0,1925.0,4,0.0,1,0,0,1,0,0,1,1,0.0,0,0,1,0,0,0,1,1,0,0,168,0,0,0,11672,0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
463,330000,7,1502.0,286.0,1502.0,1502,0,1998,1998,0,1,1,1998.0,5,239.0,0,1,1,0,0,1,0,0,1102.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9763,1,1.0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
464,143000,6,1133.0,308.0,192.0,1133,1,2008,2008,1,1,1,2008.0,7,0.0,1,0,1,1,0,0,1,1,96.0,0,0,1,0,0,0,1,0,1,175,0,0,1,0,9836,1,1.0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
465,410000,9,3078.0,806.0,1408.0,1671,0,1998,1998,0,2,1,1998.0,9,422.0,0,1,1,0,0,1,0,0,672.0,0,1,0,0,0,1,0,0,0,87,108,0,0,1,10557,1,1.0,1,0,1,1,0,1,1,0,1,1,1,0,1407,1,0
466,201000,6,1721.0,471.0,928.0,936,0,1994,1994,0,2,1,1994.0,7,105.0,1,0,1,0,0,1,0,0,814.0,0,0,0,0,0,1,1,0,0,87,300,0,0,1,8462,1,0.0,1,0,1,1,0,0,1,0,1,1,1,0,785,1,0
467,80000,4,1760.0,648.0,1077.0,981,1,1910,1950,1,1,0,1935.0,7,0.0,0,1,0,0,0,0,1,1,0.0,0,0,1,0,0,0,1,1,1,0,120,0,1,0,10818,1,0.0,1,0,1,1,0,0,0,0,0,0,1,0,779,1,0
468,259500,6,2320.0,180.0,1028.0,1436,1,1945,2002,0,2,0,1945.0,9,0.0,0,1,0,1,0,0,1,1,774.0,0,0,1,0,1,0,1,0,0,0,224,0,0,1,7259,1,1.0,1,0,1,1,0,0,0,0,1,1,0,0,884,1,0
469,279900,7,2486.0,452.0,1122.0,1146,0,2003,2004,0,3,1,2003.0,10,94.0,0,1,1,0,0,1,0,0,766.0,1,1,0,0,0,1,0,0,1,32,143,0,0,1,11800,1,1.0,1,0,1,1,0,0,1,0,1,1,1,0,1340,1,0
470,154000,5,1246.0,305.0,1246.0,1246,1,1959,1994,0,1,0,1959.0,6,0.0,1,0,0,1,0,0,0,1,340.0,0,0,0,0,1,0,1,0,0,0,218,0,1,1,7500,1,1.0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0
471,277000,6,2144.0,389.0,1444.0,1444,0,1958,2006,0,2,0,1958.0,7,472.0,0,2,0,0,0,1,0,0,697.0,0,1,0,0,1,0,0,0,0,98,0,0,0,1,159000,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,700,1,0
472,128000,5,1150.0,215.0,799.0,799,1,1942,1950,1,1,0,1942.0,6,0.0,0,2,0,1,0,0,1,1,230.0,0,0,0,0,0,0,1,0,0,0,264,0,1,0,6488,1,0.0,0,0,0,1,0,0,0,0,0,1,1,0,351,1,0
473,256300,8,1600.0,890.0,1566.0,1600,0,2007,2007,0,2,1,2007.0,7,640.0,0,1,0,0,1,1,0,0,0.0,1,0,0,0,0,0,1,0,1,56,0,1,1,1,14230,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
474,188000,4,1755.0,231.0,930.0,1230,1,1930,2003,0,2,0,1930.0,7,0.0,0,1,1,1,0,0,1,1,189.0,0,0,1,0,0,0,1,0,0,40,0,0,0,1,7810,1,0.0,0,0,1,1,0,0,0,0,1,0,1,0,525,1,0
475,312500,8,1800.0,765.0,1800.0,1800,0,2002,2002,0,2,1,2002.0,7,630.0,0,1,1,0,0,1,0,0,1274.0,1,1,0,0,0,0,0,0,1,78,270,0,1,1,14331,1,1.0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
476,151000,7,1200.0,480.0,600.0,600,0,2004,2005,0,2,1,2004.0,4,0.0,1,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,1,0,0,172,0,0,1,1,3182,1,0.0,1,0,1,1,0,0,0,0,1,1,1,0,600,0,0
477,122500,5,1365.0,440.0,765.0,765,1,1971,1971,1,1,0,1971.0,6,376.0,1,0,0,1,0,0,1,0,471.0,0,0,1,0,1,0,1,0,0,36,240,0,1,0,1920,1,1.0,1,1,1,1,0,0,1,0,1,1,1,0,600,0,0
478,188000,6,1696.0,542.0,835.0,835,0,2003,2003,0,2,1,2003.0,7,0.0,1,0,1,0,0,1,0,1,80.0,0,0,0,0,0,1,0,0,1,66,143,0,1,1,10110,1,1.0,1,0,1,1,0,0,0,0,1,1,1,0,861,1,0
479,209700,7,1809.0,638.0,945.0,945,0,2005,2006,0,2,1,2005.0,8,0.0,1,0,0,0,0,1,0,1,0.0,0,1,0,1,0,1,0,0,1,54,144,0,0,1,10984,1,0.0,1,0,1,1,0,0,0,0,1,1,1,0,864,1,0
480,441929,8,2234.0,724.0,2220.0,2234,0,2006,2006,0,1,1,2006.0,7,945.0,0,1,1,0,0,1,0,0,1558.0,1,1,0,0,0,0,0,0,1,80,390,0,0,1,14082,1,1.0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0
481,163000,6,1680.0,474.0,886.0,886,0,1993,1994,0,2,1,1993.0,7,120.0,1,0,1,0,0,1,0,0,602.0,0,0,0,0,0,1,1,0,0,96,144,0,0,1,8480,1,0.0,1,0,1,1,0,0,1,0,1,1,1,0,794,1,0
482,187500,6,2087.0,444.0,832.0,976,1,1966,2007,0,2,0,1966.0,9,157.0,1,0,0,1,0,0,0,0,568.0,0,1,0,0,1,1,0,0,0,168,133,0,0,1,12205,1,0.0,1,0,1,1,0,0,1,0,1,1,1,0,1111,1,0
483,220000,8,1513.0,521.0,1462.0,1513,0,1999,2000,0,2,1,1999.0,5,260.0,0,1,1,0,0,1,0,0,1246.0,0,1,0,0,0,0,0,0,1,34,135,0,1,1,15750,1,1.0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
484,127000,5,1107.0,308.0,949.0,1107,1,1967,1993,0,1,0,1967.0,5,0.0,1,0,0,1,0,0,0,1,474.0,0,0,0,0,1,0,1,1,0,64,88,0,1,1,8050,1,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
485,107500,5,827.0,392.0,0.0,827,1,1955,2007,1,1,0,1967.0,5,0.0,0,1,0,0,0,0,1,1,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,7200,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
486,128000,6,1484.0,0.0,742.0,742,1,1914,2001,1,2,0,0.0,9,0.0,0,1,0,1,0,0,0,1,0.0,1,0,0,0,1,0,1,0,0,291,0,0,1,0,6300,1,0.0,0,1,1,0,0,0,0,0,1,0,1,0,742,0,1
487,73000,5,764.0,504.0,680.0,764,1,1925,2004,1,1,0,1965.0,4,0.0,1,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5232,0,0.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
488,374000,9,1792.0,874.0,1792.0,1792,0,2003,2004,0,2,1,2003.0,6,562.0,0,1,1,0,1,1,0,0,1567.0,1,1,0,0,0,0,0,0,1,49,206,0,0,0,11846,1,1.0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
489,421250,8,2649.0,746.0,1479.0,1515,0,2001,2002,0,2,1,2001.0,10,1110.0,0,1,1,0,1,1,0,0,1075.0,0,0,0,0,0,1,0,0,1,60,0,0,1,1,16900,1,1.0,1,0,1,1,0,0,1,0,1,1,1,0,1134,1,0
490,178000,6,1593.0,389.0,808.0,808,1,1992,1993,1,2,1,1993.0,7,0.0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,1,1,0,1,40,342,0,0,0,9636,1,0.0,1,0,1,1,0,0,0,0,1,1,1,0,785,1,0
491,137500,4,1181.0,588.0,1138.0,1181,1,1972,1972,1,2,0,1974.0,6,0.0,1,0,0,0,0,0,0,1,920.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,10012,1,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
492,301500,8,1987.0,691.0,1986.0,1987,0,1994,1994,0,2,1,1994.0,7,554.0,0,1,1,0,0,1,0,0,1314.0,0,1,0,0,0,0,0,0,0,36,262,0,0,1,14303,1,1.0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0
493,105000,6,1242.0,180.0,583.0,647,1,1935,1950,1,1,0,1926.0,6,0.0,0,1,0,1,0,0,1,1,0.0,1,0,1,0,0,0,1,0,0,96,329,0,1,0,5707,1,0.0,1,0,1,1,0,0,0,0,0,0,1,0,595,1,0
494,157500,6,976.0,504.0,976.0,976,1,1968,2004,0,1,0,1968.0,4,203.0,0,1,0,1,0,0,0,0,760.0,0,0,0,0,1,0,0,1,0,0,94,0,1,1,9360,1,1.0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
495,117000,5,1214.0,216.0,969.0,969,1,1901,1950,1,1,0,1920.0,6,0.0,1,0,0,1,0,0,1,1,0.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5680,0,0.0,0,1,0,1,0,0,0,0,0,1,1,0,245,0,0
496,105000,5,864.0,336.0,864.0,864,1,1962,1962,1,1,0,1962.0,5,0.0,1,0,0,1,0,0,1,1,468.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7000,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
497,115000,6,1639.0,240.0,1064.0,1166,1,1936,1950,1,1,0,1936.0,6,0.0,1,0,0,1,0,0,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10480,1,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
498,360000,9,1736.0,834.0,1736.0,1736,0,2008,2008,0,2,1,2008.0,7,302.0,0,1,0,0,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,90,319,1,1,0,11578,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
499,118858,5,1535.0,400.0,0.0,1535,1,1979,1979,1,2,0,1979.0,8,0.0,1,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7018,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
500,173000,6,1632.0,484.0,800.0,800,1,1966,2000,0,1,0,1966.0,7,252.0,1,0,1,1,0,0,1,0,400.0,0,0,0,0,1,1,1,0,0,40,0,0,1,1,9130,1,0.0,1,0,1,1,1,0,1,0,1,1,0,0,832,1,0
501,78500,3,725.0,320.0,630.0,725,1,1890,1998,1,1,0,1959.0,4,0.0,1,0,0,1,0,0,1,1,0.0,0,0,1,0,0,0,1,1,1,30,0,0,1,0,10800,1,0.0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
502,183500,7,1720.0,440.0,840.0,840,0,2004,2004,0,2,1,2004.0,7,0.0,0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,1,48,100,0,0,1,8244,1,0.0,1,0,1,1,0,0,0,0,1,1,1,0,880,1,0
503,93000,4,936.0,576.0,936.0,936,0,1953,1953,1,1,0,1974.0,4,0.0,1,0,0,0,0,0,1,1,0.0,0,0,1,0,1,0,1,1,0,32,0,0,1,0,6000,1,0.0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
504,226500,8,1589.0,630.0,1406.0,1589,0,2003,2003,0,2,1,2003.0,7,72.0,0,1,1,0,0,1,0,0,1084.0,0,1,0,0,0,0,0,0,1,20,143,0,1,1,3621,1,1.0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
505,178000,6,1571.0,380.0,799.0,799,0,1993,1994,1,2,1,1993.0,7,0.0,0,1,0,0,0,1,0,1,0.0,0,0,0,0,0,1,1,0,1,40,0,0,0,0,7837,1,0.0,1,0,1,1,0,0,0,0,1,1,1,0,772,1,0
506,226000,7,1479.0,558.0,1453.0,1479,0,2003,2003,0,2,1,2003.0,7,167.0,1,0,1,0,0,1,0,0,1013.0,0,0,0,0,0,0,0,0,1,29,144,0,0,1,10665,1,1.0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
507,173000,5,1632.0,898.0,784.0,784,0,1969,1969,1,1,0,1969.0,7,178.0,0,1,0,1,0,1,0,0,496.0,0,1,0,0,1,1,0,0,1,173,0,0,0,0,10457,1,0.0,1,0,1,1,0,0,1,0,1,1,1,0,848,1,0
508,62383,5,864.0,360.0,864.0,864,1,1965,1965,1,1,0,1965.0,5,0.0,0,1,0,1,0,0,1,1,553.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8281,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
509,446261,9,2713.0,858.0,1452.0,1476,0,2008,2008,0,2,1,2008.0,11,268.0,0,1,1,0,1,0,0,0,1330.0,1,0,0,1,0,1,0,0,1,66,126,1,0,0,14948,1,1.0,1,0,1,1,1,0,0,0,1,1,0,0,1237,1,0
510,160000,7,1479.0,312.0,624.0,743,1,1926,1997,0,1,0,1926.0,6,0.0,0,2,0,1,0,0,1,1,424.0,1,0,1,0,0,0,1,0,0,0,530,0,1,1,7000,1,1.0,0,0,1,1,0,0,0,0,1,1,1,0,736,1,0
511,219990,7,1576.0,668.0,1393.0,1576,0,2004,2004,0,2,1,2004.0,7,24.0,0,1,1,0,0,1,0,0,1087.0,0,0,0,0,0,0,1,0,1,20,143,0,1,1,3940,1,1.0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0
512,191000,7,1479.0,577.0,1468.0,1479,0,1999,2000,0,2,1,1999.0,6,125.0,1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,25,120,0,0,1,9382,1,0.0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
513,136500,5,1060.0,308.0,756.0,916,1,1925,1994,1,1,1,1969.0,6,0.0,0,1,0,1,0,0,1,1,317.0,1,0,1,0,0,0,1,1,0,65,0,0,1,0,6854,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0,144,1,0
514,80000,4,943.0,308.0,0.0,943,1,1958,1994,0,1,0,1958.0,5,0.0,1,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,11515,0,0.0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
515,229000,7,2183.0,786.0,1204.0,1377,0,1988,1988,0,2,1,1988.0,9,178.0,1,0,1,0,0,1,1,0,1002.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13837,1,0.0,1,0,1,1,0,0,1,0,1,1,1,0,806,1,0
516,236000,7,1949.0,574.0,1050.0,1062,0,1993,1994,0,2,1,1993.0,8,246.0,0,1,1,0,0,1,0,0,750.0,0,0,0,0,0,1,1,0,0,90,156,0,1,1,9938,1,1.0,1,0,1,1,0,0,1,0,1,1,1,0,887,1,0
517,392000,10,1824.0,932.0,1824.0,1824,0,2006,2007,0,2,1,2006.0,8,242.0,0,1,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,36,160,0,0,0,12633,1,0.0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
518,149000,6,1930.0,316.0,720.0,1146,1,1927,1950,1,2,0,1927.0,8,0.0,1,0,0,1,0,0,1,1,522.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6876,1,1.0,0,1,1,1,0,0,0,0,1,1,1,0,784,0,0
519,345000,10,2393.0,846.0,970.0,1469,0,1998,1999,0,2,1,1998.0,7,0.0,0,1,0,0,0,0,0,1,128.0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,3951,1,1.0,1,0,1,1,0,0,0,0,1,1,1,0,924,0,0
520,169000,5,2014.0,624.0,716.0,1007,0,1900,2005,1,2,1,1900.0,8,0.0,1,0,0,0,0,1,1,1,0.0,0,0,1,0,0,0,1,0,0,72,0,0,1,0,9856,1,0.0,0,1,1,1,1,0,0,0,0,1,0,0,1007,0,0
521,109900,4,1242.0,336.0,484.0,1242,1,1946,1950,1,1,0,1946.0,4,0.0,1,0,0,1,0,0,1,1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,17808,0,0.0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
522,188000,7,2000.0,650.0,996.0,996,1,1993,1994,1,2,1,1993.0,9,94.0,0,1,0,0,0,0,0,0,758.0,0,0,0,0,0,1,0,0,0,48,190,0,1,0,9627,1,0.0,1,0,1,1,0,0,1,0,1,1,1,0,1004,1,0
523,132500,6,1412.0,280.0,780.0,825,1,1939,1950,1,1,0,1939.0,6,0.0,0,1,0,1,0,0,1,1,0.0,1,0,1,0,1,0,1,0,0,0,45,0,1,0,6000,1,0.0,0,1,1,1,0,0,0,0,0,1,1,0,587,0,0
524,143000,5,990.0,440.0,990.0,990,1,1994,1994,1,1,1,1995.0,5,0.0,1,0,0,1,0,0,0,1,755.0,0,0,0,0,0,0,1,0,1,0,66,0,1,0,9757,1,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
525,125000,5,1342.0,256.0,1342.0,1342,1,1951,1951,1,1,0,1951.0,7,0.0,1,0,0,0,0,0,1,1,557.0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,9280,1,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
526,415000,9,1868.0,1085.0,1868.0,1868,0,2005,2005,0,2,1,2005.0,7,568.0,0,1,1,0,1,0,0,0,1505.0,1,1,0,0,0,0,0,0,1,56,354,0,0,0,14780,1,1.0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
527,125500,4,1363.0,528.0,622.0,741,1,1910,1950,1,1,0,1966.0,6,0.0,1,0,0,0,0,0,1,1,0.0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,7740,1,0.0,0,1,1,1,0,0,0,0,1,1,1,0,622,0,0
528,139000,6,1632.0,338.0,1240.0,1632,1,1958,1988,1,2,0,1958.0,6,183.0,0,1,0,1,0,0,0,0,620.0,1,0,0,0,1,0,1,0,0,0,289,0,1,0,9600,1,1.0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
529,451950,10,2296.0,842.0,1722.0,1728,0,2008,2008,0,2,1,2008.0,10,420.0,0,1,1,0,1,0,0,0,1338.0,1,1,0,0,0,1,0,0,0,274,382,1,0,0,13478,1,1.0,1,0,1,1,0,0,0,0,1,1,1,0,568,1,0
530,119900,5,1678.0,0.0,1678.0,1678,1,1959,1959,1,2,0,0.0,10,74.0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,10926,1,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
531,220000,8,1296.0,471.0,1267.0,1296,0,2001,2002,0,2,1,2001.0,6,136.0,1,0,1,0,0,1,0,0,1005.0,0,0,0,0,0,0,1,0,1,25,192,0,0,1,6853,1,1.0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
532,167300,6,1587.0,525.0,1587.0,1587,1,1971,1971,1,2,0,1971.0,7,302.0,0,1,0,1,0,0,1,0,838.0,1,0,0,0,1,0,1,1,0,44,0,0,1,0,10667,1,0.0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
533,122000,5,1298.0,256.0,720.0,854,1,1941,1950,1,1,0,1940.0,6,0.0,0,2,0,1,0,0,1,1,626.0,1,0,1,0,1,0,1,0,0,0,84,0,1,0,8212,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,444,1,0
534,125000,5,1728.0,504.0,1728.0,1728,1,1963,1963,1,2,0,1963.0,10,336.0,1,0,0,1,0,0,1,0,1332.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,9100,1,1.0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0
535,112500,5,928.0,288.0,928.0,928,1,1957,1957,1,1,0,1957.0,5,0.0,1,0,0,1,0,0,0,1,308.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6000,1,0.0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
536,191000,7,1795.0,578.0,879.0,879,0,2005,2006,0,2,1,2005.0,7,0.0,1,0,0,0,0,1,0,1,0.0,0,1,0,0,0,1,0,0,1,111,164,0,1,1,9316,1,0.0,1,0,1,1,0,0,0,0,1,1,1,0,916,1,0
537,136000,6,1080.0,288.0,1080.0,1080,1,1958,1958,1,1,0,1958.0,5,135.0,1,0,0,1,0,0,1,0,570.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9464,1,0.0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
538,197900,7,1779.0,546.0,866.0,866,1,1998,1998,0,2,1,1998.0,6,0.0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,1,36,198,0,1,1,10400,1,0.0,1,0,1,1,0,0,0,0,1,1,1,0,913,1,0
539,117000,6,1635.0,255.0,485.0,1001,1,1910,2003,0,1,0,1950.0,5,0.0,1,0,0,1,0,0,1,1,0.0,0,0,0,0,1,0,1,0,1,0,394,0,1,1,5310,1,0.0,0,1,1,1,1,0,0,0,1,0,0,0,634,0,0
540,194000,7,1220.0,632.0,1199.0,1220,0,2006,2006,0,2,1,2006.0,6,84.0,1,0,1,0,0,1,0,0,684.0,0,0,0,1,0,0,0,0,1,54,105,1,1,1,7406,1,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
541,285000,9,1310.0,545.0,1310.0,1310,0,2001,2001,0,1,1,2001.0,5,179.0,0,1,1,0,0,1,0,0,1004.0,0,0,0,0,0,0,0,0,1,45,277,0,0,1,4538,1,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0
542,127500,5,1355.0,0.0,644.0,808,1,1940,1999,1,2,0,0.0,6,0.0,1,0,0,1,0,0,0,1,351.0,0,0,0,0,0,0,1,0,0,0,140,0,1,0,10106,1,1.0,0,0,1,0,0,0,0,0,1,0,1,0,547,1,1
543,268000,7,2295.0,590.0,1095.0,1166,0,1992,2000,0,2,1,1992.0,9,0.0,0,1,1,0,0,1,0,1,728.0,0,0,0,0,0,1,1,0,0,40,0,0,0,1,13346,1,1.0,1,0,1,1,0,1,0,0,1,1,1,0,1129,1,0
544,137000,4,1798.0,342.0,1075.0,1156,1,1900,1950,1,2,1,1935.0,7,0.0,1,0,0,1,0,0,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9639,0,0.0,1,1,1,1,0,0,0,0,1,1,1,0,642,0,0
545,215000,7,1620.0,578.0,1620.0,1620,1,1967,1967,0,2,0,1967.0,8,0.0,0,1,0,1,0,0,1,1,603.0,1,0,0,0,1,0,1,0,0,62,0,0,0,1,15387,1,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
